date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:06:43	61800/61800	---MCZ	200	added ('OK')	text/html	etag:%226567b62f-f168%22	https://htmldemo.net/lukani/lukani/faq.html	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/faq.html	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:44	52369/52369	---MCZ	200	added ('OK')	text/html	etag:%226567b62f-cc91%22	https://htmldemo.net/lukani/lukani/contact.html	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/contact.html	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:45	51647/51647	---MCZ	200	added ('OK')	text/html	etag:%2266dfac23-c9bf%22	https://htmldemo.net/lukani/lukani/login.html	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/login.html	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:45	1174/1174	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:04%20GMT	https://htmldemo.net/lukani/lukani/assets/img/logo/logo.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/logo/logo.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:46	20598/20598	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:04%20GMT	https://htmldemo.net/lukani/lukani/assets/img/s-product/product.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/s-product/product.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:46	16266/16266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:05%20GMT	https://htmldemo.net/lukani/lukani/assets/img/s-product/product2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/s-product/product2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Oct%202024%2005:38:05%20GMT	https://htmldemo.net/lukani/lukani/shop-left-sidebar.html	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/shop-left-sidebar.html	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:47	69887/69887	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:05%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider1.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:48	87449/87449	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:06%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:48	58864/58864	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:06%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider3.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:48	500/500	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:07%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/shipping1.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/shipping1.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:49	214/214	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:07%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/shipping2.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/shipping2.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:49	473/473	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:08%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/shipping3.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/shipping3.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:50	23719/23719	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:08%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner1.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:50	26952/26952	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:08%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:50	20598/20598	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:09%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product1.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:51	11755/11755	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:09%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:51	18555/18555	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:09%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product3.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:51	16266/16266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:10%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product4.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:52	12773/12773	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:10%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product5.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product5.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:52	17307/17307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:11%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product6.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product6.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:53	16305/16305	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:11%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product7.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product7.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:53	15056/15056	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:12%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product8.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product8.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:54	16450/16450	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:12%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product9.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product9.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:54	18968/18968	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:12%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product10.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product10.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:54	2174/2174	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:13%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/testimonials-icon.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/testimonials-icon.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:55	17923/17923	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:13%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/testimonial1.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/testimonial1.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:55	15309/15309	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:13%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/testimonial2.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/testimonial2.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:55	13530/13530	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:14%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/testimonial3.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/testimonial3.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:56	52186/52186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:14%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog1.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:57	38172/38172	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:15%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:57	21560/21560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:15%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog3.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:57	2184/2184	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:16%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/icon-app.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/icon-app.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:58	2341/2341	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:16%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/icon1-app.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/icon1-app.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:58	8021/8021	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:16%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/payment.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/payment.png	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:59	20598/20598	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:17%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/productbig1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/productbig1.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:06:59	11755/11755	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:17%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/productbig2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/productbig2.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:00	16266/16266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:18%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/productbig3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/productbig3.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:00	16450/16450	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:18%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/productbig4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/productbig4.jpg	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:01	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:%2266db02b4-15851%22	https://htmldemo.net/lukani/lukani/assets/js/vendor/jquery-3.4.1.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/vendor/jquery-3.4.1.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:01	19203/19203	---MCZ	200	added ('OK')	application/javascript	etag:%22663ece13-4b03%22	https://htmldemo.net/lukani/lukani/assets/js/popper.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/popper.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:01	60089/60089	---MCZ	200	added ('OK')	application/javascript	etag:%22663ece13-eab9%22	https://htmldemo.net/lukani/lukani/assets/js/bootstrap.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/bootstrap.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:02	42782/42782	---MCZ	200	added ('OK')	application/javascript	etag:%2265539f0d-a71e%22	https://htmldemo.net/lukani/lukani/assets/js/owl.carousel.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/owl.carousel.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:02	53180/53180	---MCZ	200	added ('OK')	application/javascript	etag:%22663ece13-cfbc%22	https://htmldemo.net/lukani/lukani/assets/js/slick.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/slick.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:02	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:%2266d81349-4ef8%22	https://htmldemo.net/lukani/lukani/assets/js/jquery.magnific-popup.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/jquery.magnific-popup.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:03	1080/1080	---MCZ	200	added ('OK')	application/javascript	etag:%2266d81349-438%22	https://htmldemo.net/lukani/lukani/assets/js/jquery.counterup.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/jquery.counterup.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:03	4581/4581	---MCZ	200	added ('OK')	application/javascript	etag:%22663ece13-11e5%22	https://htmldemo.net/lukani/lukani/assets/js/jquery.countdown.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/jquery.countdown.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:04	30940/30940	---MCZ	200	added ('OK')	application/javascript	etag:%2266d9d5e1-78dc%22	https://htmldemo.net/lukani/lukani/assets/js/jquery.ui.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/jquery.ui.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:04	60621/60621	---MCZ	200	added ('OK')	application/javascript	etag:%2265539f0d-eccd%22	https://htmldemo.net/lukani/lukani/assets/js/jquery.elevatezoom.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/jquery.elevatezoom.js	(from https://htmldemo.net/lukani/lukani/index.html)
